product_name;parameter_name;value
ASUS Radeon RX 9060 XT Dual 16GB GDDR6 128bit (DUAL-RX9060XT-16G);Video Chipset Family;RX 9060 XT
ASUS Radeon RX 9060 XT Dual 16GB GDDR6 128bit (DUAL-RX9060XT-16G);Cooling Fans;2
ASUS Radeon RX 9060 XT Dual 16GB GDDR6 128bit (DUAL-RX9060XT-16G);VRAM;16
ASUS Radeon RX 9060 XT Dual 16GB GDDR6 128bit (DUAL-RX9060XT-16G);Memory Type;GDDR6
ASUS Radeon RX 9060 XT Dual 16GB GDDR6 128bit (DUAL-RX9060XT-16G);Resolution;7680 x 4320 pixel
ASUS Radeon RX 9060 XT Dual 16GB GDDR6 128bit (DUAL-RX9060XT-16G);DirectX Version;12
ASUS Radeon RX 9060 XT Dual 16GB GDDR6 128bit (DUAL-RX9060XT-16G);Connectivity Technology;1 x 8-pin
ASUS Radeon RX 9060 XT Dual 16GB GDDR6 128bit (DUAL-RX9060XT-16G);Color;Black
ASUS Radeon RX 9060 XT Dual 16GB GDDR6 128bit (DUAL-RX9060XT-16G);Connectivity Technology;No
ASUS Radeon RX 9060 XT Dual 16GB GDDR6 128bit (DUAL-RX9060XT-16G);Connectivity Technology;1 db
ASUS Radeon RX 9060 XT Dual 16GB GDDR6 128bit (DUAL-RX9060XT-16G);Connectivity Technology;2 db
ASUS Radeon RX 9060 XT Dual 16GB GDDR6 128bit (DUAL-RX9060XT-16G);Connectivity Technology;2.1b
ASUS Radeon RX 9060 XT Dual 16GB GDDR6 128bit (DUAL-RX9060XT-16G);Connectivity Technology;2.1a
ASUS Radeon RX 9060 XT Dual 16GB GDDR6 128bit (DUAL-RX9060XT-16G);Length;202
ASUS Radeon RX 9060 XT Dual 16GB GDDR6 128bit (DUAL-RX9060XT-16G);Core Clock;N/A
ASUS Radeon RX 9060 XT Dual 16GB GDDR6 128bit (DUAL-RX9060XT-16G);Boost Clock;N/A
ASUS Radeon RX 9060 XT Dual 16GB GDDR6 128bit (DUAL-RX9060XT-16G);Memory Clock;N/A
ASUS Radeon RX 9060 XT Dual 16GB GDDR6 128bit (DUAL-RX9060XT-16G);CUDA Cores;N/A
ASUS Radeon RX 9060 XT Dual 16GB GDDR6 128bit (DUAL-RX9060XT-16G);Thermal Design Power (TDP);N/A
MSI GeForce RTX 5060 VENTUS 2X OC 8GB GDDR7 128bit (G5060-8V2C);Video Chipset Family;Nvidia GeForce
MSI GeForce RTX 5060 VENTUS 2X OC 8GB GDDR7 128bit (G5060-8V2C);Video Chipset Family;RTX 5060
MSI GeForce RTX 5060 VENTUS 2X OC 8GB GDDR7 128bit (G5060-8V2C);Cooling Fans;2
MSI GeForce RTX 5060 VENTUS 2X OC 8GB GDDR7 128bit (G5060-8V2C);VRAM;8
MSI GeForce RTX 5060 VENTUS 2X OC 8GB GDDR7 128bit (G5060-8V2C);Memory Type;GDDR7
MSI GeForce RTX 5060 VENTUS 2X OC 8GB GDDR7 128bit (G5060-8V2C);Resolution;7680 x 4320 pixel
MSI GeForce RTX 5060 VENTUS 2X OC 8GB GDDR7 128bit (G5060-8V2C);DirectX Version;12
MSI GeForce RTX 5060 VENTUS 2X OC 8GB GDDR7 128bit (G5060-8V2C);Connectivity Technology;1 x 8-pin
MSI GeForce RTX 5060 VENTUS 2X OC 8GB GDDR7 128bit (G5060-8V2C);Color;Gray
MSI GeForce RTX 5060 VENTUS 2X OC 8GB GDDR7 128bit (G5060-8V2C);Connectivity Technology;No
MSI GeForce RTX 5060 VENTUS 2X OC 8GB GDDR7 128bit (G5060-8V2C);Connectivity Technology;1 db
MSI GeForce RTX 5060 VENTUS 2X OC 8GB GDDR7 128bit (G5060-8V2C);Connectivity Technology;3 db
MSI GeForce RTX 5060 VENTUS 2X OC 8GB GDDR7 128bit (G5060-8V2C);Connectivity Technology;2.1b
MSI GeForce RTX 5060 VENTUS 2X OC 8GB GDDR7 128bit (G5060-8V2C);Connectivity Technology;2.1b
MSI GeForce RTX 5060 VENTUS 2X OC 8GB GDDR7 128bit (G5060-8V2C);Length;197
MSI GeForce RTX 5060 VENTUS 2X OC 8GB GDDR7 128bit (G5060-8V2C);Core Clock;N/A
MSI GeForce RTX 5060 VENTUS 2X OC 8GB GDDR7 128bit (G5060-8V2C);Boost Clock;N/A
MSI GeForce RTX 5060 VENTUS 2X OC 8GB GDDR7 128bit (G5060-8V2C);Memory Clock;N/A
MSI GeForce RTX 5060 VENTUS 2X OC 8GB GDDR7 128bit (G5060-8V2C);CUDA Cores;N/A
MSI GeForce RTX 5060 VENTUS 2X OC 8GB GDDR7 128bit (G5060-8V2C);Thermal Design Power (TDP);N/A
MSI GeForce RTX 5060 Ti VENTUS 3X OC 16GB GDDR7 128bit;Video Chipset Family;Nvidia GeForce
MSI GeForce RTX 5060 Ti VENTUS 3X OC 16GB GDDR7 128bit;Video Chipset Family;RTX 5060 Ti
MSI GeForce RTX 5060 Ti VENTUS 3X OC 16GB GDDR7 128bit;Cooling Fans;3
MSI GeForce RTX 5060 Ti VENTUS 3X OC 16GB GDDR7 128bit;VRAM;16
MSI GeForce RTX 5060 Ti VENTUS 3X OC 16GB GDDR7 128bit;Memory Type;GDDR7
MSI GeForce RTX 5060 Ti VENTUS 3X OC 16GB GDDR7 128bit;Resolution;7680 x 4320 pixel
MSI GeForce RTX 5060 Ti VENTUS 3X OC 16GB GDDR7 128bit;DirectX Version;12
MSI GeForce RTX 5060 Ti VENTUS 3X OC 16GB GDDR7 128bit;Connectivity Technology;1 x 8-pin
MSI GeForce RTX 5060 Ti VENTUS 3X OC 16GB GDDR7 128bit;Color;Gray
MSI GeForce RTX 5060 Ti VENTUS 3X OC 16GB GDDR7 128bit;Connectivity Technology;No
MSI GeForce RTX 5060 Ti VENTUS 3X OC 16GB GDDR7 128bit;Connectivity Technology;1 db
MSI GeForce RTX 5060 Ti VENTUS 3X OC 16GB GDDR7 128bit;Connectivity Technology;3 db
MSI GeForce RTX 5060 Ti VENTUS 3X OC 16GB GDDR7 128bit;Connectivity Technology;2.1b
MSI GeForce RTX 5060 Ti VENTUS 3X OC 16GB GDDR7 128bit;Connectivity Technology;2.1b
MSI GeForce RTX 5060 Ti VENTUS 3X OC 16GB GDDR7 128bit;Length;306
MSI GeForce RTX 5060 Ti VENTUS 3X OC 16GB GDDR7 128bit;Core Clock;N/A
MSI GeForce RTX 5060 Ti VENTUS 3X OC 16GB GDDR7 128bit;Boost Clock;N/A
MSI GeForce RTX 5060 Ti VENTUS 3X OC 16GB GDDR7 128bit;Memory Clock;N/A
MSI GeForce RTX 5060 Ti VENTUS 3X OC 16GB GDDR7 128bit;CUDA Cores;N/A
MSI GeForce RTX 5060 Ti VENTUS 3X OC 16GB GDDR7 128bit;Thermal Design Power (TDP);N/A
Kingston NV3 1TB (SNV3S/1000G);Capacity;1
Kingston NV3 1TB (SNV3S/1000G);Maximum Read Speed;6000 MB/s
Kingston NV3 1TB (SNV3S/1000G);Maximum Write Speed;4000 MB/s
Kingston NV3 1TB (SNV3S/1000G);Cache;N/A
Kingston NV3 1TB (SNV3S/1000G);Connectivity Technology;N/A
Samsung 990 PRO 2TB M.2 (MZ-V9P2T0BW);Capacity;2
Samsung 990 PRO 2TB M.2 (MZ-V9P2T0BW);Maximum Read Speed;7450 MB/s
Samsung 990 PRO 2TB M.2 (MZ-V9P2T0BW);Maximum Write Speed;6900 MB/s
Samsung 990 PRO 2TB M.2 (MZ-V9P2T0BW);Cache;N/A
Samsung 990 PRO 2TB M.2 (MZ-V9P2T0BW);Connectivity Technology;N/A
Samsung 990 PRO 1TB M.2 NVMe (MZ-V9P1T0BW);Capacity;1
Samsung 990 PRO 1TB M.2 NVMe (MZ-V9P1T0BW);Maximum Read Speed;7450 MB/s
Samsung 990 PRO 1TB M.2 NVMe (MZ-V9P1T0BW);Maximum Write Speed;6900 MB/s
Samsung 990 PRO 1TB M.2 NVMe (MZ-V9P1T0BW);Cache;N/A
Samsung 990 PRO 1TB M.2 NVMe (MZ-V9P1T0BW);Connectivity Technology;N/A
Samsung 2.5 870 EVO 1TB SATA3 (MZ-77E1T0B);Capacity;1
Samsung 2.5 870 EVO 1TB SATA3 (MZ-77E1T0B);Maximum Read Speed;560 MB/s
Samsung 2.5 870 EVO 1TB SATA3 (MZ-77E1T0B);Maximum Write Speed;530 MB/s
Samsung 2.5 870 EVO 1TB SATA3 (MZ-77E1T0B);Connectivity Technology;SATA3
Samsung 2.5 870 EVO 1TB SATA3 (MZ-77E1T0B);Cache;N/A
Samsung 990 EVO Plus 2TB (MZ-V9S2T0BW);Capacity;2
Samsung 990 EVO Plus 2TB (MZ-V9S2T0BW);Maximum Read Speed;7250 MB/s
Samsung 990 EVO Plus 2TB (MZ-V9S2T0BW);Maximum Write Speed;6300 MB/s
Samsung 990 EVO Plus 2TB (MZ-V9S2T0BW);Cache;N/A
Samsung 990 EVO Plus 2TB (MZ-V9S2T0BW);Connectivity Technology;N/A
Kingston A400 2.5 480GB SATA3 (SA400S37/480G);Capacity;0.48
Kingston A400 2.5 480GB SATA3 (SA400S37/480G);Maximum Read Speed;500 MB/s
Kingston A400 2.5 480GB SATA3 (SA400S37/480G);Maximum Write Speed;450 MB/s
Kingston A400 2.5 480GB SATA3 (SA400S37/480G);Connectivity Technology;SATA3
Kingston A400 2.5 480GB SATA3 (SA400S37/480G);Cache;N/A
Samsung 2.5 870 EVO 500GB SATA3 (MZ-77E500B);Capacity;0.5
Samsung 2.5 870 EVO 500GB SATA3 (MZ-77E500B);Maximum Read Speed;560 MB/s
Samsung 2.5 870 EVO 500GB SATA3 (MZ-77E500B);Maximum Write Speed;530 MB/s
Samsung 2.5 870 EVO 500GB SATA3 (MZ-77E500B);Connectivity Technology;SATA3
Samsung 2.5 870 EVO 500GB SATA3 (MZ-77E500B);Cache;N/A
Crucial BX500 2.5 1TB SATA3 (CT1000BX500SSD1);Capacity;1
Crucial BX500 2.5 1TB SATA3 (CT1000BX500SSD1);Maximum Read Speed;540 MB/s
Crucial BX500 2.5 1TB SATA3 (CT1000BX500SSD1);Maximum Write Speed;500 MB/s
Crucial BX500 2.5 1TB SATA3 (CT1000BX500SSD1);Connectivity Technology;SATA3
Crucial BX500 2.5 1TB SATA3 (CT1000BX500SSD1);Cache;N/A
Samsung 990 EVO Plus 1TB (MZ-V9S1T0BW);Capacity;1
Samsung 990 EVO Plus 1TB (MZ-V9S1T0BW);Maximum Read Speed;7250 MB/s
Samsung 990 EVO Plus 1TB (MZ-V9S1T0BW);Maximum Write Speed;6300 MB/s
Samsung 990 EVO Plus 1TB (MZ-V9S1T0BW);Cache;N/A
Samsung 990 EVO Plus 1TB (MZ-V9S1T0BW);Connectivity Technology;N/A
ADATA Ultimate SU650 2.5 1TB SATA3 (ASU650SS-1TT-R);Capacity;1
ADATA Ultimate SU650 2.5 1TB SATA3 (ASU650SS-1TT-R);Maximum Read Speed;520 MB/s
ADATA Ultimate SU650 2.5 1TB SATA3 (ASU650SS-1TT-R);Maximum Write Speed;450 MB/s
ADATA Ultimate SU650 2.5 1TB SATA3 (ASU650SS-1TT-R);Connectivity Technology;SATA3
ADATA Ultimate SU650 2.5 1TB SATA3 (ASU650SS-1TT-R);Cache;N/A
Kingston NV3 500GB (SNV3S/500G);Capacity;0.5
Kingston NV3 500GB (SNV3S/500G);Maximum Read Speed;5000 MB/s
Kingston NV3 500GB (SNV3S/500G);Maximum Write Speed;3000 MB/s
Kingston NV3 500GB (SNV3S/500G);Connectivity Technology;PCI-e
Kingston NV3 500GB (SNV3S/500G);Cache;N/A
Western Digital WD Blue SN5000 1TB (WDS100T4B0E);Capacity;1
Western Digital WD Blue SN5000 1TB (WDS100T4B0E);Maximum Read Speed;5150 MB/s
Western Digital WD Blue SN5000 1TB (WDS100T4B0E);Maximum Write Speed;4900 MB/s
Western Digital WD Blue SN5000 1TB (WDS100T4B0E);Connectivity Technology;PCI-e
Western Digital WD Blue SN5000 1TB (WDS100T4B0E);Cache;N/A
Samsung 9100 PRO 2TB (MZ-VAP2T0BW);Capacity;2
Samsung 9100 PRO 2TB (MZ-VAP2T0BW);Maximum Read Speed;14700 MB/s
Samsung 9100 PRO 2TB (MZ-VAP2T0BW);Maximum Write Speed;13400 MB/s
Samsung 9100 PRO 2TB (MZ-VAP2T0BW);Connectivity Technology;PCI-e
Samsung 9100 PRO 2TB (MZ-VAP2T0BW);Cache;N/A
Kingston NV3 2TB (SNV3S/2000G);Capacity;2
Kingston NV3 2TB (SNV3S/2000G);Maximum Read Speed;6000 MB/s
Kingston NV3 2TB (SNV3S/2000G);Maximum Write Speed;5000 MB/s
Kingston NV3 2TB (SNV3S/2000G);Connectivity Technology;PCI-e
Kingston NV3 2TB (SNV3S/2000G);Cache;N/A
Kingston KC3000 1TB M 2 NVMe PCIe (SKC3000S/1024G);Capacity;1
Kingston KC3000 1TB M 2 NVMe PCIe (SKC3000S/1024G);Maximum Read Speed;7000 MB/s
Kingston KC3000 1TB M 2 NVMe PCIe (SKC3000S/1024G);Maximum Write Speed;6000 MB/s
Kingston KC3000 1TB M 2 NVMe PCIe (SKC3000S/1024G);Cache;N/A
Kingston KC3000 1TB M 2 NVMe PCIe (SKC3000S/1024G);Connectivity Technology;N/A
Samsung 980 500GB M.2 PCIe (MZ-V8V500BW);Capacity;0.5
Samsung 980 500GB M.2 PCIe (MZ-V8V500BW);Maximum Read Speed;3100 MB/s
Samsung 980 500GB M.2 PCIe (MZ-V8V500BW);Maximum Write Speed;2600 MB/s
Samsung 980 500GB M.2 PCIe (MZ-V8V500BW);Cache;N/A
Samsung 980 500GB M.2 PCIe (MZ-V8V500BW);Connectivity Technology;N/A
Samsung 990 EVO Plus 4TB (MZ-V9S4T0BW);Capacity;4
Samsung 990 EVO Plus 4TB (MZ-V9S4T0BW);Maximum Read Speed;7250 MB/s
Samsung 990 EVO Plus 4TB (MZ-V9S4T0BW);Maximum Write Speed;6300 MB/s
Samsung 990 EVO Plus 4TB (MZ-V9S4T0BW);Cache;N/A
Samsung 990 EVO Plus 4TB (MZ-V9S4T0BW);Connectivity Technology;N/A
Samsung 990 PRO 4TB (MZ-V9P4T0BW);Capacity;4
Samsung 990 PRO 4TB (MZ-V9P4T0BW);Maximum Read Speed;7450 MB/s
Samsung 990 PRO 4TB (MZ-V9P4T0BW);Maximum Write Speed;6900 MB/s
Samsung 990 PRO 4TB (MZ-V9P4T0BW);Cache;N/A
Samsung 990 PRO 4TB (MZ-V9P4T0BW);Connectivity Technology;N/A
Samsung 980 PRO 1TB M.2 (MZ-V8P1T0BW);Capacity;1
Samsung 980 PRO 1TB M.2 (MZ-V8P1T0BW);Maximum Read Speed;7000 MB/s
Samsung 980 PRO 1TB M.2 (MZ-V8P1T0BW);Maximum Write Speed;5000 MB/s
Samsung 980 PRO 1TB M.2 (MZ-V8P1T0BW);Cache;N/A
Samsung 980 PRO 1TB M.2 (MZ-V8P1T0BW);Connectivity Technology;N/A
Kingston A400 2.5 240GB SATA3 (SA400S37/240G);Capacity;0.24
Kingston A400 2.5 240GB SATA3 (SA400S37/240G);Maximum Read Speed;500 MB/s
Kingston A400 2.5 240GB SATA3 (SA400S37/240G);Maximum Write Speed;350 MB/s
Kingston A400 2.5 240GB SATA3 (SA400S37/240G);Connectivity Technology;SATA3
Kingston A400 2.5 240GB SATA3 (SA400S37/240G);Cache;N/A
Seasonic Focus GX 850W 80 PLUS Gold V4 (GX-850-V4);Wattage;850
Seasonic Focus GX 850W 80 PLUS Gold V4 (GX-850-V4);Efficiency Rating;80+ Gold
Seasonic Focus GX 850W 80 PLUS Gold V4 (GX-850-V4);Connectivity Technology;No
Seasonic Focus GX 850W 80 PLUS Gold V4 (GX-850-V4);Connectivity Technology;3
Seasonic Focus GX 850W 80 PLUS Gold V4 (GX-850-V4);Connectivity Technology;8
Seasonic Focus GX 850W 80 PLUS Gold V4 (GX-850-V4);Connectivity Technology;3
Seasonic Focus GX 850W 80 PLUS Gold V4 (GX-850-V4);Modular;N/A
Seasonic Focus GX 850W 80 PLUS Gold V4 (GX-850-V4);Color;N/A
ASUS TUF GAMING 750B 80 PLUS Bronze;Wattage;750
ASUS TUF GAMING 750B 80 PLUS Bronze;Efficiency Rating;80+ Bronze
ASUS TUF GAMING 750B 80 PLUS Bronze;Connectivity Technology;1
ASUS TUF GAMING 750B 80 PLUS Bronze;Connectivity Technology;4
ASUS TUF GAMING 750B 80 PLUS Bronze;Connectivity Technology;8
ASUS TUF GAMING 750B 80 PLUS Bronze;Connectivity Technology;4
ASUS TUF GAMING 750B 80 PLUS Bronze;Modular;N/A
ASUS TUF GAMING 750B 80 PLUS Bronze;Color;N/A
Seasonic Focus GX-1000 (2024) 1000W 80 PLUS Gold (SS-PS-SSR-1000-FX4);Wattage;1000
Seasonic Focus GX-1000 (2024) 1000W 80 PLUS Gold (SS-PS-SSR-1000-FX4);Efficiency Rating;80+ Gold
Seasonic Focus GX-1000 (2024) 1000W 80 PLUS Gold (SS-PS-SSR-1000-FX4);Connectivity Technology;No
Seasonic Focus GX-1000 (2024) 1000W 80 PLUS Gold (SS-PS-SSR-1000-FX4);Connectivity Technology;3
Seasonic Focus GX-1000 (2024) 1000W 80 PLUS Gold (SS-PS-SSR-1000-FX4);Connectivity Technology;8
Seasonic Focus GX-1000 (2024) 1000W 80 PLUS Gold (SS-PS-SSR-1000-FX4);Connectivity Technology;3
Seasonic Focus GX-1000 (2024) 1000W 80 PLUS Gold (SS-PS-SSR-1000-FX4);Modular;N/A
Seasonic Focus GX-1000 (2024) 1000W 80 PLUS Gold (SS-PS-SSR-1000-FX4);Color;N/A
be quiet! Pure Power 13 M 850W (BP027EU);Wattage;850
be quiet! Pure Power 13 M 850W (BP027EU);Efficiency Rating;80+ Gold
be quiet! Pure Power 13 M 850W (BP027EU);Connectivity Technology;2
be quiet! Pure Power 13 M 850W (BP027EU);Connectivity Technology;6
be quiet! Pure Power 13 M 850W (BP027EU);Modular;N/A
be quiet! Pure Power 13 M 850W (BP027EU);Color;N/A
Seasonic Focus Gold 750W 80 PLUS Gold (SSR-750FM);Wattage;750
Seasonic Focus Gold 750W 80 PLUS Gold (SSR-750FM);Efficiency Rating;80+ Gold
Seasonic Focus Gold 750W 80 PLUS Gold (SSR-750FM);Modular;N/A
Seasonic Focus Gold 750W 80 PLUS Gold (SSR-750FM);Color;N/A
CHIEFTEC A-90 750W 80 PLUS Gold (GDP-750C);Wattage;750
CHIEFTEC A-90 750W 80 PLUS Gold (GDP-750C);Efficiency Rating;80+ Gold
CHIEFTEC A-90 750W 80 PLUS Gold (GDP-750C);Connectivity Technology;1
CHIEFTEC A-90 750W 80 PLUS Gold (GDP-750C);Connectivity Technology;4
CHIEFTEC A-90 750W 80 PLUS Gold (GDP-750C);Connectivity Technology;8
CHIEFTEC A-90 750W 80 PLUS Gold (GDP-750C);Connectivity Technology;4
CHIEFTEC A-90 750W 80 PLUS Gold (GDP-750C);Modular;N/A
CHIEFTEC A-90 750W 80 PLUS Gold (GDP-750C);Color;N/A
Corsair RMe 2025 RM650e 80 PLUS Gold 650W (CP-9020302-EU);Wattage;650
Corsair RMe 2025 RM650e 80 PLUS Gold 650W (CP-9020302-EU);Efficiency Rating;80+ Gold
Corsair RMe 2025 RM650e 80 PLUS Gold 650W (CP-9020302-EU);Connectivity Technology;No
Corsair RMe 2025 RM650e 80 PLUS Gold 650W (CP-9020302-EU);Connectivity Technology;2
Corsair RMe 2025 RM650e 80 PLUS Gold 650W (CP-9020302-EU);Connectivity Technology;6
Corsair RMe 2025 RM650e 80 PLUS Gold 650W (CP-9020302-EU);Connectivity Technology;4
Corsair RMe 2025 RM650e 80 PLUS Gold 650W (CP-9020302-EU);Modular;N/A
Corsair RMe 2025 RM650e 80 PLUS Gold 650W (CP-9020302-EU);Color;N/A
be quiet! Power Zone 2 1000W 80 PLUS Platinum (BP008EU);Wattage;1000
be quiet! Power Zone 2 1000W 80 PLUS Platinum (BP008EU);Efficiency Rating;80+ Platinum
be quiet! Power Zone 2 1000W 80 PLUS Platinum (BP008EU);Connectivity Technology;No
be quiet! Power Zone 2 1000W 80 PLUS Platinum (BP008EU);Connectivity Technology;1
be quiet! Power Zone 2 1000W 80 PLUS Platinum (BP008EU);Connectivity Technology;7
be quiet! Power Zone 2 1000W 80 PLUS Platinum (BP008EU);Connectivity Technology;4
be quiet! Power Zone 2 1000W 80 PLUS Platinum (BP008EU);Modular;N/A
be quiet! Power Zone 2 1000W 80 PLUS Platinum (BP008EU);Color;N/A
MSI MAG A650BN 650W 80 PLUS Bronze (306-7ZP2B11-CE0);Wattage;650
MSI MAG A650BN 650W 80 PLUS Bronze (306-7ZP2B11-CE0);Efficiency Rating;80+ Bronze
MSI MAG A650BN 650W 80 PLUS Bronze (306-7ZP2B11-CE0);Connectivity Technology;1
MSI MAG A650BN 650W 80 PLUS Bronze (306-7ZP2B11-CE0);Connectivity Technology;2
MSI MAG A650BN 650W 80 PLUS Bronze (306-7ZP2B11-CE0);Connectivity Technology;5
MSI MAG A650BN 650W 80 PLUS Bronze (306-7ZP2B11-CE0);Connectivity Technology;2
MSI MAG A650BN 650W 80 PLUS Bronze (306-7ZP2B11-CE0);Modular;N/A
MSI MAG A650BN 650W 80 PLUS Bronze (306-7ZP2B11-CE0);Color;N/A
Corsair RMx Series RM850x 850W 80 PLUS Gold (CP-9020270-EU);Wattage;850
Corsair RMx Series RM850x 850W 80 PLUS Gold (CP-9020270-EU);Efficiency Rating;80+ Gold
Corsair RMx Series RM850x 850W 80 PLUS Gold (CP-9020270-EU);Connectivity Technology;No
Corsair RMx Series RM850x 850W 80 PLUS Gold (CP-9020270-EU);Connectivity Technology;4
Corsair RMx Series RM850x 850W 80 PLUS Gold (CP-9020270-EU);Connectivity Technology;14
Corsair RMx Series RM850x 850W 80 PLUS Gold (CP-9020270-EU);Connectivity Technology;4
Corsair RMx Series RM850x 850W 80 PLUS Gold (CP-9020270-EU);Modular;N/A
Corsair RMx Series RM850x 850W 80 PLUS Gold (CP-9020270-EU);Color;N/A
ASUS TUF Gaming 850W 80 PLUS Gold (90YE00S2-B0NA00);Wattage;850
ASUS TUF Gaming 850W 80 PLUS Gold (90YE00S2-B0NA00);Efficiency Rating;80+ Gold
ASUS TUF Gaming 850W 80 PLUS Gold (90YE00S2-B0NA00);Connectivity Technology;No
ASUS TUF Gaming 850W 80 PLUS Gold (90YE00S2-B0NA00);Connectivity Technology;4
ASUS TUF Gaming 850W 80 PLUS Gold (90YE00S2-B0NA00);Connectivity Technology;5
ASUS TUF Gaming 850W 80 PLUS Gold (90YE00S2-B0NA00);Connectivity Technology;3
ASUS TUF Gaming 850W 80 PLUS Gold (90YE00S2-B0NA00);Modular;N/A
ASUS TUF Gaming 850W 80 PLUS Gold (90YE00S2-B0NA00);Color;N/A
Seasonic Focus GX-750 (2024) 750W 80 PLUS Gold (SS-PS-SSR-750-FX4);Wattage;750
Seasonic Focus GX-750 (2024) 750W 80 PLUS Gold (SS-PS-SSR-750-FX4);Efficiency Rating;80+ Gold
Seasonic Focus GX-750 (2024) 750W 80 PLUS Gold (SS-PS-SSR-750-FX4);Connectivity Technology;No
Seasonic Focus GX-750 (2024) 750W 80 PLUS Gold (SS-PS-SSR-750-FX4);Connectivity Technology;3
Seasonic Focus GX-750 (2024) 750W 80 PLUS Gold (SS-PS-SSR-750-FX4);Connectivity Technology;8
Seasonic Focus GX-750 (2024) 750W 80 PLUS Gold (SS-PS-SSR-750-FX4);Connectivity Technology;2
Seasonic Focus GX-750 (2024) 750W 80 PLUS Gold (SS-PS-SSR-750-FX4);Modular;N/A
Seasonic Focus GX-750 (2024) 750W 80 PLUS Gold (SS-PS-SSR-750-FX4);Color;N/A
Corsair RMx Series RM1000x 1000W 80 PLUS Gold (CP-9020271-EU);Wattage;1000
Corsair RMx Series RM1000x 1000W 80 PLUS Gold (CP-9020271-EU);Efficiency Rating;80+ Gold
Corsair RMx Series RM1000x 1000W 80 PLUS Gold (CP-9020271-EU);Connectivity Technology;No
Corsair RMx Series RM1000x 1000W 80 PLUS Gold (CP-9020271-EU);Connectivity Technology;12
Corsair RMx Series RM1000x 1000W 80 PLUS Gold (CP-9020271-EU);Connectivity Technology;16
Corsair RMx Series RM1000x 1000W 80 PLUS Gold (CP-9020271-EU);Connectivity Technology;3
Corsair RMx Series RM1000x 1000W 80 PLUS Gold (CP-9020271-EU);Modular;N/A
Corsair RMx Series RM1000x 1000W 80 PLUS Gold (CP-9020271-EU);Color;N/A
FSP VITA GM 850W 80 PLUS Gold (PPA8504202);Wattage;850
FSP VITA GM 850W 80 PLUS Gold (PPA8504202);Efficiency Rating;80+ Gold
FSP VITA GM 850W 80 PLUS Gold (PPA8504202);Connectivity Technology;No
FSP VITA GM 850W 80 PLUS Gold (PPA8504202);Connectivity Technology;4
FSP VITA GM 850W 80 PLUS Gold (PPA8504202);Connectivity Technology;8
FSP VITA GM 850W 80 PLUS Gold (PPA8504202);Connectivity Technology;5
FSP VITA GM 850W 80 PLUS Gold (PPA8504202);Modular;N/A
FSP VITA GM 850W 80 PLUS Gold (PPA8504202);Color;N/A
Seasonic Core GX-650 650W 80 PLUS Gold;Wattage;650
Seasonic Core GX-650 650W 80 PLUS Gold;Efficiency Rating;80+ Gold
Seasonic Core GX-650 650W 80 PLUS Gold;Connectivity Technology;No
Seasonic Core GX-650 650W 80 PLUS Gold;Connectivity Technology;3
Seasonic Core GX-650 650W 80 PLUS Gold;Connectivity Technology;6
Seasonic Core GX-650 650W 80 PLUS Gold;Connectivity Technology;2
Seasonic Core GX-650 650W 80 PLUS Gold;Modular;N/A
Seasonic Core GX-650 650W 80 PLUS Gold;Color;N/A
GIGABYTE GP-P550SS 550W 80 PLUS Silver;Wattage;550
GIGABYTE GP-P550SS 550W 80 PLUS Silver;Efficiency Rating;80+ Silver
GIGABYTE GP-P550SS 550W 80 PLUS Silver;Connectivity Technology;No
GIGABYTE GP-P550SS 550W 80 PLUS Silver;Connectivity Technology;3
GIGABYTE GP-P550SS 550W 80 PLUS Silver;Connectivity Technology;5
GIGABYTE GP-P550SS 550W 80 PLUS Silver;Connectivity Technology;2
GIGABYTE GP-P550SS 550W 80 PLUS Silver;Modular;N/A
GIGABYTE GP-P550SS 550W 80 PLUS Silver;Color;N/A
GIGABYTE P850GM 850W 80 PLUS Gold (GP-P850GM);Wattage;850
GIGABYTE P850GM 850W 80 PLUS Gold (GP-P850GM);Efficiency Rating;80+ Gold
GIGABYTE P850GM 850W 80 PLUS Gold (GP-P850GM);Modular;N/A
GIGABYTE P850GM 850W 80 PLUS Gold (GP-P850GM);Color;N/A
GIGABYTE GP-P650SS;Wattage;650
GIGABYTE GP-P650SS;Efficiency Rating;80+ Silver
GIGABYTE GP-P650SS;Connectivity Technology;No
GIGABYTE GP-P650SS;Connectivity Technology;3
GIGABYTE GP-P650SS;Connectivity Technology;5
GIGABYTE GP-P650SS;Connectivity Technology;2
GIGABYTE GP-P650SS;Modular;N/A
GIGABYTE GP-P650SS;Color;N/A
Keep Out FX1000MU 1000W;Wattage;1000
Keep Out FX1000MU 1000W;Efficiency Rating;80+ Gold
Keep Out FX1000MU 1000W;Modular;N/A
Keep Out FX1000MU 1000W;Color;N/A
be quiet! Dark Power 14 1000W (BP020EU);Wattage;1000
be quiet! Dark Power 14 1000W (BP020EU);Connectivity Technology;13
be quiet! Dark Power 14 1000W (BP020EU);Efficiency Rating;N/A
be quiet! Dark Power 14 1000W (BP020EU);Modular;N/A
be quiet! Dark Power 14 1000W (BP020EU);Color;N/A
ARCTIC Liquid Freezer III Pro 360 A-RGB (ACFRE00184A);Fan RPM;2800
ARCTIC Liquid Freezer III Pro 360 A-RGB (ACFRE00184A);Color;32.2 dB
